Ref,Val,Package,PosX,PosY,Rot,Side
"D2","GREEN","LED_0805_2012Metric",188.0000,-109.8000,0.0000,top
"D3","RED","LED_0805_2012Metric",180.0000,-109.8000,0.0000,top
"L1","1mH ±20% 250mA","L_TDK_SLF7045",206.0600,-120.9400,180.0000,top
